42,"p906","〔クインベリル〕","のぞむ……ところだ……","(Queen Beryl)","As you...command...",
43,"p907","〔セーラームーン〕","やめてぇっ！！もうやめて……おねがい……","(Sailor Moon)","STOP IT! Please...stop it...",
44,"p908","〔セーラームーン〕","……どうしてそこまでして戦わなくちゃいけないの！","(Sailor Moon)","Why must we fight like this?!",
45,"p909","〔ジュピター〕","セーラームーン……","(Jupiter)","Sailor Moon...",
46,"p910","〔クインベリル〕","このわたしをあわれむというのか、","(Queen Beryl)","Are you pitying me, Princess Serenity?",
47,,"〔クインベリル〕","プリンセス・セレニティ。","(Queen Beryl)",,
48,"p911","〔クインベリル〕","どこまでも、にくにくしい小娘よ……","(Queen Beryl)","You loathsome, detestable girl...",
49,"p912","〔クインベリル〕","ならばその命をいただこう","(Queen Beryl)","Then allow me to take your life.",
50,"p913","〔ヴィーナス〕","ベリル！　クレッセント…","(Venus)","Beryl! Crescent...!",
51,"p914","〔クンツァイト〕","きさまの相手はこのオレだ","(Kunzite)","I shall be your opponent!",
52,"p915","〔ジュピター〕","ずりゃああ！！","(Jupiter)","Zuryah!",
53,"p916","〔ジュピター〕","わたしが相手になったげるよ！　来な！！","(Jupiter)","You're fighting ME this time! Bring it on!",
54,"p917","〔クインベリル〕","ちぃっ……ジャマを……","(Queen Beryl)","Tch...Get out...",
55,"p918","〔クインベリル〕","するなあっ！！","(Queen Beryl)","OF MY WAY!!",
56,"p919","〔セーラームーン〕","あ……ああ……","(Sailor Moon)","*sob*",
57,"p924","〔セーラームーン〕","やめて……","(Sailor Moon)","Stop it...",
58,"p925","〔セーラームーン〕","みんな……おねがい、
やめて……","(Sailor Moon)","I'm begging you...
Please, stop it...",
59,"p928","〔ルナ〕","セーラームーン！　それにみんな！","(Luna)","Sailor Moon! Girls!",
60,"p929","〔ルナ〕","いったんひくのよ！
わたしの所に来て！","(Luna)","You have to retreat!
Come here!",
61,"p930","〔ジュピター〕","ひくったって……これじゃ","(Jupiter)","That's easier said than done...",
62,"p931","〔マーズ〕","どうしろっていうのよ！","(Mars)","We need a distraction!",
63,"p932","〔タキシード仮面〕","ここはわたしが
引き受けよう！","(Tuxedo +Kamen+Mask+)","This is where I come in.",
64,"p933","〔ジュピター〕","タキシード仮面？","(Jupiter)","Tuxedo +Kamen+Mask+?",
65,"p934","〔タキシード仮面〕","セーラームーンを
たのんだぞ","(Tuxedo +Kamen+Mask+)","Take care of Sailor Moon.",
66,"p935","〔マーズ〕","え？　あ、はい……","(Mars)","Huh? Y-Yes, sir...",
67,"p936","〔セーラームーン〕","タキシード仮面！
","(Sailor Moon)","Tuxedo +Kamen+Mask+!",
68,"p937","〔セーラームーン〕","いや！　むちゃよ！","(Sailor Moon)","No! It's too dangerous!",
69,"p938","〔タキシード仮面〕","大丈夫、しんぱいするな","(Tuxedo +Kamen+Mask+)","Don't worry. I'll be fine.",
70,"p952","〔セーラームーン〕","タキシード仮面……","(Sailor Moon)","Tuxedo +Kamen+Mask+...",
71,"p946","〔セーラームーン〕","タキシード仮面！！
いや、あたしものこる！","(Sailor Moon)","Tuxedo +Kamen+Mask+!
No, I'm staying too!",
72,"p947","〔セーラームーン〕","！？","(Sailor Moon)","?!",
73,"p948","〔タキシード仮面〕","そのバラの花にかけて、わたしは悪にくっしない","(Tuxedo +Kamen+Mask+)","I swear upon this rose―I shall never yield to evil.",
74,"p949","〔タキシード仮面〕","セーラームーン、わたしを信じろ","(Tuxedo +Kamen+Mask+)","Trust me, Sailor Moon.",
75,"p950","〔タキシード仮面〕","セーラー戦士たち、ながいは無用だ","(Tuxedo +Kamen+Mask+)","Sailor +Senshi+Soldiers+, there's no more time.",
76,"p951","〔タキシード仮面〕","キミたちのプリンセスを
守ってくれ……","(Tuxedo +Kamen+Mask+)","Protect your princess.",
77,"p952","〔セーラームーン〕","タキシード仮面……","(Sailor Moon)","Tuxedo +Kamen+Mask+...",
78,"p953","〔ネフライト〕","セーラー戦士たちか……","(Nephrite)","Sailor +Senshi+Soldiers+...",
79,"p954","〔ヴィーナス〕","ネフライト！","(Venus)","Nephrite!",
80,"p955","〔ルナ〕","クインベリルたちをなんとかしないと","(Luna)","We need to deal with Queen Beryl and the others before you can reach that monster.",
81,,"〔ルナ〕","あいつには近づけないわ","(Luna)",,
82,"p956","〔アルテミス〕","でも、あのブラッディオパールがあるかぎり","(Artemis)","But as long as he holds the Bloody Opal, we can never defeat them for good...",
83,,"〔アルテミス〕","いくら倒してもキリがない……","(Artemis)",,
84,"p959","〔ネフライト〕","われらが分身、黒水晶よ！","(Nephrite)","Black Crystal―my spawn!",
85,"p960","〔ネフライト〕","今こそわがよびかけに答えよ！","(Nephrite)","Answer my call!",
86,"p961","〔ネフライト〕","わが手にきたりて
再びその力をわれにかさん","(Nephrite)","Come to me, and lend me your power once more!",
87,"p962","〔マーキュリー〕","それは……","(Mercury)","That's...",
88,"p963","〔ネフライト〕","そう、おまえがこわした黒水晶だ。","(Nephrite)","Yes―the Black Crystal you once shattered.",
89,"p964","〔ネフライト〕","しかし……","(Nephrite)","However...",
90,,"〔ネフライト〕","くだいたぐらいではこいつのエナジーは消えん……","(Nephrite)","Shattering it is not enough to dissipate its energy.",
91,"p965","〔マーズ〕","まって！　そいつを使って何をしようというの！？","(Mars)","Hold on! What are you going to use it for?!",
92,,,"けいかいする",,"Be cautious",
93,,,"といつめる",,"Keep pressing",
94,,,"みんなに聞く",,"Ask the others",
95,,"〔マーズ〕","あなた、その石で東京をどうするつもりなの？","(Mars)","What were you planning on doing to Tokyo with that thing, huh?!",
96,,"〔セーラームーン〕","やめて、マーズ！","(Sailor Moon)","Stop it, Mars!",
97,,"〔マーズ〕","セーラームーン？","(Mars)","Sailor Moon?",
98,,"〔セーラームーン〕","私は信じるわ……
あなたも信じてあげて……","(Sailor Moon)","I trust him...Please, I want you to trust him too.",
99,,"〔マーズ〕","あなたは、クインベリルに洗脳されてたんでしょう！？","(Mars)","Weren't you just brainwashed by Queen Beryl?!",
100,,"〔セーラームーン〕","やめて、マーズ！","(Sailor Moon)","Stop it, Mars!",
101,,"〔マーズ〕","セーラームーン？","(Mars)","Sailor Moon?",
102,,"〔セーラームーン〕","私は信じるわ……
あなたも信じてあげて……","(Sailor Moon)","I trust him...Please, I want you to trust him too.",
103,,"〔マーズ〕","みんなはどうなの？　ネフライトを信じられるの？","(Mars)","What do you think? Can we trust him?",
104,,"〔セーラームーン〕","あたしは……信じるわ","(Sailor Moon)","I...I trust him.",
105,,"〔ジュピター〕","あたしも……だ","(Jupiter)","...Me too.",
106,,"〔マーズ〕","…………","(Mars)","......",
107,,"〔セーラームーン〕","お願いマーズ、あなたも信じてあげて……","(Sailor Moon)","Please, Mars. I want you to trust him, too.",
108,,"〔セーラームーン〕","私たちには、もう時間がないのよ……","(Sailor Moon)","We don't have much time...",
109,"p967","〔セーラームーン〕","おねがいネフライト、まもちゃんを……","(Sailor Moon)","Please, Nephrite. Mamo+-chan++―",
110,"p968","〔セーラームーン〕","タキシード仮面を……東京のみんなを","(Sailor Moon)","Tuxedo +Kamen+Mask+―the people of Tokyo―",
111,"p969","〔セーラームーン〕","そしてクインベリルたちをすくって","(Sailor Moon)","even Queen Beryl and her subordinates―
Save them all!",
112,"p970","〔ルナ〕","セーラームーン！？","(Luna)","Sailor Moon?!",
113,"p971","〔セーラームーン〕","ちがうのルナ。わたしが…わたしがいけないの……","(Sailor Moon)","No, Luna. I'm...I'm no good...",
114,"p972","〔セーラームーン〕","あのとき……銀水晶の力をかいほうして","(Sailor Moon)","Everything was supposed to end back then, when I released the power of the Silver Crystal...",
115,,"〔セーラームーン〕","すべてが終わったとき…","(Sailor Moon)",,
116,"p973","〔セーラームーン〕","わたしの力がたりなかったの","(Sailor Moon)","But...I wasn't strong enough.",
117,"p974","〔セーラームーン〕","わたしの力がたりなかったから！","(Sailor Moon)","I wasn't strong enough!",
118,,"〔セーラームーン〕","あの人たちは暗い死の世界をさまよわなくては","(Sailor Moon)","Because of me, they were forced to roam the dark world of death...",
119,,"〔セーラームーン〕","ならなかった……","(Sailor Moon)",,"I assume this is something from Queen Beryl's background, but I don't know if the ""dark world of death"" has a specific translation."
120,"p975","〔セーラームーン〕","わたしたちはこうやって転生して生きているのに","(Sailor Moon)","We were able to reincarnate, but they weren't so lucky...",
121,"p976","〔セーラームーン〕","あのとき……わたしの力がたりなかったから……","(Sailor Moon)","If only I had been stronger...",
122,"p977","〔ネフライト〕","……やさしいな……","(Nephrite)","...You're so kind.",
123,"p978","〔ネフライト〕","おまえの体から、はかりしれない","(Nephrite)","I cannot even begin to measure the power of love I sense within you.",
124,,"〔ネフライト〕","愛のエナジーを感じる……","(Nephrite)",,
125,"p979","〔ネフライト〕","だが、オレもふくめヤツらをパスト・ワイズマンの","(Nephrite)","However, it's up to you to free them all―including me―",
126,,"〔ネフライト〕","呪ばくからとき放つのはおまえたちの役目だ","(Nephrite)","from Past Wiseman's curse.",
127,"p980","〔ネフライト〕","オレはその手助けをするにすぎん……","(Nephrite)","I can only provide some assistance.",
128,"p981","〔ネフライト〕","この黒水晶は邪黒水晶とよばれるモノをもして","(Nephrite)","The Black Crystal is modeled after the Evil Black Crystal,",
129,,"〔ネフライト〕","地球でつくられたものだ","(Nephrite)","but it was created here on Earth.",
130,"p982","〔ジュピター〕","邪黒水晶？
なんだいそれは？","(Jupiter)","The...Evil Black Crystal?
What's that?",
131,"p983","〔ネフライト〕","パスト・ワイズマンが呼び出そうとしているモノに","(Nephrite)","It's apparently related to what has summoned Past Wiseman,",
132,,"〔ネフライト〕","かんけいがあるらしいが、　くわしいことは","(Nephrite)",,
133,,"〔ネフライト〕","オレにもわからん","(Nephrite)","but I don't know the details.",
134,"p984","〔ネフライト〕","それゆえ破壊力は邪黒水晶にとおくおよばないが","(Nephrite)","At any rate―while its destructive powers pale in comparison to the Evil Black Crystal,",
135,,"〔ネフライト〕","よき方向に使うこともできる銀水晶と同じようにな……","(Nephrite)","it can also be used for good―like the Silver Crystal.",
136,"p987","〔ネフライト〕","さあ行け！
セーラー戦士ども","(Nephrite)","Now go, Sailor +Senshi+Soldiers+!",
137,"p988","〔ネフライト〕","ベリルたちは
オレにまかせろ","(Nephrite)","Leave Beryl and the others to me!",
138,"p989","〔ネフライト〕","パスト・ワイズマンを倒せるのは","(Nephrite)","The only ones who can defeat Past Wiseman...",
139,"p990","〔ネフライト〕","おまえたちだけだ！","(Nephrite)","...are you!",
140,"p991","〔セーラームーン〕","ありがとう……ネフライト","(Sailor Moon)","Thank you...Nephrite.",
141,"p992","〔ルナ〕","みんな、がんばって……","(Luna)","...Good luck, girls.",
