68,"p652","〔亜美〕","『スイギョク』というのは緑玉石の一種で、つまりは","(Ami)",,,"It wasn't clear back then, but now I know for sure that"
69,,"〔亜美〕","エメラルドのことね","(Ami)",,"this is my take on ""an emerald is a type of emerald known as emerald"".","he didn't mean that in the literal sense."
70,"p653","〔ルナ〕","ふんふん……","(Luna)",,,"Hm-hm..."
71,"p654","〔アルテミス〕","扉というのは、ここではあのモニュメントで構成さ","(Artemis)",,,"The ""gate"" must refer to the shape drawn"
72,,"〔アルテミス〕","れた、図形をさすんだね","(Artemis)",,,"by the monuments."
73,"p655","〔うさぎ〕","なるほど、なるほど","(Usagi)",,,"I see, I see."
74,"p656","〔亜美〕","ここからが問題ね。エメラルドはつうじょう","(Ami)",,,"But there's a catch."
75,,"〔亜美〕","エメラルドカットと呼ばれる逆いちの四角すい形に","(Ami)",,,"Emeralds are usually cut in a reverse quadrangular pyramid shape,"
76,,"〔亜美〕","カットされることがおおいの","(Ami)",,,"commonly referred to as the ""emerald cut""."
77,"p657","〔美奈子〕","！！　そうか、ということは","(Minako)",,,"A-ha! I think I get it now!"
78,"p658","〔亜美〕","さっき、もくそくだけどだいたいの座標をインプット","(Ami)",,,"I had to measure by eye, but I already input"
79,,"〔亜美〕","してみたわ。","(Ami)",,,"the general coordinates of each monument."
80,"p659","〔亜美〕","これでのこる１つの
モニュメントのいちが、","(Ami)",,,"I have thus deduced the location"
81,,"〔亜美〕","みちびきだせるはずよ","(Ami)",,,"of the remaining monument."
82,"p660","〔亜美〕","東京タワー、有ス川公園、十番中学、そして火川神社","(Ami)",,,"Tokyo Tower, Arisugawa Park, Juban Middle School, and Hikawa Shrine..."
83,"p661","〔亜美〕","最後のポイントは夢ランド地下！１２００メートル！","(Ami)",,,"The last point is 1200 meters below Dream Land!"
84,"p662","〔まこと〕","これで人ずう分そろったわけだ","(Makoto)",,,"Then we know where to go."
85,"p663","〔レイ〕","まよってる時間はないわ
みんないいわね","(Rei)",,,"There's no time to waste.
Are you ready?"
86,"p664","〔亜美〕","もとより、そのつもりよ","(Ami)",,,"I am."
87,"p672","〔レイ〕","よーし、ハデにいくわよ！","(Rei)",,,"Then let's do this!"
88,"p673","〔４人〕","ＯＫ！","(All Four)",,,"OK!"
89,"p674","〔亜美〕","マーキュリーパワー！","(Ami)",,,"Mercury Power!"
90,"p675","〔レイ〕","マーズパワー！","(Rei)",,,"Mars Power!"
91,"p676","〔まこと〕","ジュピターパワー！","(Makoto)",,,"Jupiter Power!"
92,"p677","〔美奈子〕","ヴィーナスパワー！","(Minako)",,,"Venus Power!"
93,"p678","〔うさぎ〕","ムーンクリスタルパワー！","(Usagi)",,,"Moon Crystal Power!"
94,"p679","〔５人〕","メイクアップ！","(All Five)",,,"Make Up!"
95,"r179","〔ジェダイト〕","来たか……","(Jadeite)","She's coming...",,"She's coming..."
96,"r180","〔ジェダイト〕","ようこそ、セーラーマーズ","(Jadeite)","Well met, Sailor Mars.",,"Well met, Sailor Mars."
97,"r181","〔ジェダイト〕","君はこの私がエスコートしてさしあげよう","(Jadeite)","Allow me to escort you.",,"Allow me to escort you."
98,"r182","〔マーズ〕","それはごていねいに
お礼を言わせてもらうわ","(Mars)","How gracious of you.
I must thank you properly...",,"How gracious of you.
I must thank you properly..."
99,"r183","〔マーズ〕","……ジェダイト！！","(Mars)","Jadeite!","this is the same conversation from the dream in rei05, so if that is changed make sure to change it  here too.","Jadeite!"
100,"r184","〔ジェダイト〕","！？","(Jadeite)","?!",,"? !"
101,"r185","〔ジェダイト〕","ム……","(Jadeite)","Mngh...",,"Mngh..."
