47,"j067","〔きよみ〕","木野……まことセンパイ…","(Kiyomi)","Makoto Kino+-senpai++...",,"Makoto Kino-senpai..."
48,"j068","〔まこと〕","はあ、はあ","(Makoto)","*huff* *huff*",,"*huff* *huff*"
49,"j069","〔まこと〕","ほんっと、ヘンなコだね
あんた……","(Makoto)","You REALLY are a weirdo, you know that?",,"You REALLY are a weirdo, you know that?"
50,"j070","〔きよみ〕","？　そうですか？","(Kiyomi)","? Is that so?",,"? Is that so?"
51,"j071","〔まこと〕","はあ、はあ
はは、はははは","(Makoto)","*huff* *huff*
Hahah, hahahahah.",,"*huff* *huff*
Hahah, hahahahah."
52,"j072","〔きよみ〕","えへ、えへへへへへ……","(Kiyomi)","Eheh, eheheheheh...",,"Eheh, eheheheheh..."
53,"j073","〔まこと〕","…………さてと","(Makoto)","...Now then.",,"...Now then."
54,"j074","〔まこと〕","じゃあ
もうあたしは行くよ","(Makoto)","I really have to go now.",,"I really have to go now."
55,"j075","〔まこと〕","あんたヘンだけど楽しいコだね","(Makoto)","You may be weird, but you're kinda funny.",,"You may be weird, but you're kinda funny."
56,"j076","〔きよみ〕","あ、ありがとうございます","(Kiyomi)","Th-Thank you very much.",,"Th-Thank you very much."
57,"j077","〔きよみ〕","まことセンパイ……
ステキ……","(Kiyomi)","Makoto+-senpai++...
She's so awesome...",,"Makoto-senpai...
She's awesome..."
58,"j078","〔まこと〕","っくしゅん！","(Makoto)","Ah-CHOO!",,"Ah-CHOO!"
