60,,"〔まこと〕","くそう……どうすれば","(Makoto)"
61,,"〔バームＥＸ〕","あたっ！！　だ、誰だっ！！","(Balm EX)"
62,,"〔まこと〕","こんなもの、こうして！！","(Makoto)"
63,,"〔バームＥＸ〕","ははは、ムダムダ！！
人間に切れるもんかい！","(Balm EX)"
64,,"〔まこと〕","このやろう……","(Makoto)"
65,,"〔バームＥＸ〕","あたっ！！　だ、誰だっ！！","(Balm EX)"
66,,"〔まこと〕","ちくしょう……
好きにしな！！","(Makoto)"
67,,"〔バームＥＸ〕","おや、あきらめがいいね
でも、ようしゃしないよ！！","(Balm EX)"
68,,"〔バームＥＸ〕","あたっ！！　だ、誰だっ！！","(Balm EX)"
69,,"〔バームＥＸ〕","なんだ、おまえは？","(Balm EX)"
70,,"〔きよみ〕","十番中学１年生
春日きよみですっ！！","(Kiyomi)"
71,,"〔バームＥＸ〕","……今あたしに、ジュースのカンをぶつけたのは","(Balm EX)"
72,,"〔きよみ〕","あたしですっ！！","(Kiyomi)"
73,,"〔きよみ〕","まことセンパイをはなさないと、また投げますよ！！","(Kiyomi)"
74,,"〔バームＥＸ〕","ジャマだ！！
あっちに行ってろ！！","(Balm EX)"
75,,"〔まこと〕","今だ！！","(Makoto)"
76,,"〔バームＥＸ〕","あっ、逃げるなっ！！","(Balm EX)"
77,,"〔バームＥＸ〕","…おまえのせいで、この女に逃げられたじゃないか！","(Balm EX)"
78,,"〔きよみ〕","まことセンパイをいじめる人は、ゆるしません！","(Kiyomi)"
79,,"〔バームＥＸ〕","こうなったら、おまえからエナジーをいただくよ！","(Balm EX)"
80,,"〔まこと〕","あぶない！","(Makoto)"
81,,"","きよみを逃がす",""
82,,"","こうげきする",""
83,,"","変身する",""
84,,"〔まこと〕","きよみちゃん
逃げるんだ！","(Makoto)"
85,,"〔きよみ〕","え……でも","(Kiyomi)"
86,,"〔バームＥＸ〕","そうはいくかっ！","(Balm EX)"
87,,"〔きよみ〕","キャーーアーーアッ！","(Kiyomi)"
88,,"〔バームＥＸ〕","ハハハハハッ！","(Balm EX)"
89,,"〔まこと〕","しまったっ！","(Makoto)"
90,,"〔バームＥＸ〕","ハーハッハッハッ！
さあどうする？","(Balm EX)"
91,,"〔きよみ〕","まことセンパイ！！","(Kiyomi)"
92,,"〔まこと〕","…ええい、こうなったら！","(Makoto)"
93,,"〔まこと〕","あんたの相手は
あたしだよっ！","(Makoto)"
94,,"〔バームＥＸ〕","くわっ！　……き、きさま","(Balm EX)"
95,,"","こうげきする",""
96,,"","きよみを逃がす",""
97,,"","仲間に通信する",""
98,,"〔まこと〕","（変身……ダメだ！　あのコの前じゃ変身できない）","(Makoto)"
99,,"","こうげきする",""
100,,"","きよみを逃がす",""
101,,"","仲間に通信する",""
102,,"〔まこと〕","でやっ！","(Makoto)"
103,,"〔バームＥＸ〕","ぐわっ！
も、もう怒った！","(Balm EX)"
104,,"〔まこと〕","（とにかく、きよみちゃんを逃がさないと……）","(Makoto)"
105,,"〔まこと〕","きよみちゃん、逃げるんだ","(Makoto)"
106,,"〔きよみ〕","で、でも……","(Kiyomi)"
107,,"〔バームＥＸ〕","逃がすかっ！","(Balm EX)"
108,,"〔まこと〕","（助けを呼ぶか……？
でも、そんなスキが……）","(Makoto)"
109,,"〔バームＥＸ〕","今だっ！","(Balm EX)"
110,,"〔まこと〕","！！　ああっ！！","(Makoto)"
111,,"〔きよみ〕","キャーーアーーアッ！","(Kiyomi)"
112,,"〔バームＥＸ〕","ハハハハハッ！","(Balm EX)"
113,,"〔まこと〕","しまったっ！","(Makoto)"
114,,"〔バームＥＸ〕","ハーハッハッハッ！
さあどうする？","(Balm EX)"
115,,"〔きよみ〕","まことセンパイ！！","(Kiyomi)"
116,,"〔まこと〕","…ええい、こうなったら！","(Makoto)"
